Product_ID,Product_Name,Catagory,Supplier_ID,Supplier_Name,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Price,Date_Received,Last_Order_Date,Expiration_Date,Warehouse_Location,Sales_Volume,Inventory_Turnover_Rate,Status,Days_To_Expiry,Shelf_Life_Days,Stock_Pressure,Turnover_Label,Expiry_Risk_Level,Discount_Percent,Dynamic_Selling_Price,Expiry_Ratio,Is_Expired,Product_Status,Turnover_Normalized,Stock_Pressure_Normalized
67-027-7269,Mushrooms,Fruits & Vegetables,50-050-5707,Twitterbeat,35,19,30,6.5,2026-01-07,2025-12-01,2025-11-10,615 Mayer Drive,88,6,Backordered,152,1,1.75,Slow,Low,29.14,3.575,1.0,False,Active,0.050505050505050504,0.03277649769585254
72-066-4597,Broccoli,Fruits & Vegetables,97-994-0773,Zoovu,31,54,52,4.0,2026-02-21,2025-12-09,2025-12-14,03 Fisk Alley,69,77,Active,186,1,0.5636363636363636,Fast,Low,7.15,4.0,1.0,False,Active,0.7676767676767677,0.008994553833263511
31-627-6025,White Bread,Bakery,17-084-8551,Ozu,56,62,64,2.5,2025-08-23,2025-09-04,2026-01-21,44638 Corscot Lane,56,73,Backordered,224,151,0.8888888888888888,Fast,Low,8.49,2.5,1.0,False,Active,0.7272727272727274,0.015514592933947772
09-286-8107,Greek Yogurt,Dairy,90-727-4816,Skyndu,90,62,54,3.0,2026-01-21,2025-09-08,2025-12-16,75 Bunting Junction,70,83,Discontinued,188,1,1.4285714285714286,Fast,Low,5.68,3.0,1.0,False,Active,0.8282828282828284,0.02633311389071758
77-013-1553,Canola Oil,Oils & Fats,42-252-5861,Yodo,79,31,66,2.3,2025-04-11,2025-10-14,2025-08-21,48788 Chinook Place,92,13,Discontinued,71,132,2.46875,Slow,Low,50.41,1.265,0.5378787878787878,False,Active,0.12121212121212123,0.04718461981566821
15-762-1058,Lime,Fruits & Vegetables,32-914-1424,Tazz,29,83,91,2.0,2025-11-30,2026-02-08,2026-01-05,083 Mccormick Park,81,53,Backordered,208,36,0.3452380952380952,Medium,Low,14.33,1.8,1.0,False,Active,0.5252525252525253,0.004616524028966427
48-193-1199,Canola Oil,Oils & Fats,63-924-5144,Omba,46,51,92,2.3,2025-05-08,2025-12-25,2025-06-10,339 Paget Place,47,25,Discontinued,-1,33,0.8846153846153846,Medium,High,0.0,1.15,0.0,True,Expired,0.0,0.0
01-173-0029,Blueberries,Fruits & Vegetables,18-880-7910,DabZ,42,4,53,10.0,2026-01-11,2025-07-06,2025-04-13,8 Dakota Avenue,37,53,Active,-59,1,8.4,Medium,High,0.0,3.5,0.0,True,Expired,0.0,0.0
79-400-6216,Mozzarella Cheese,Dairy,83-361-7509,Devpoint,16,56,13,7.2,2026-02-11,2025-03-11,2025-10-03,4 Warbler Center,56,28,Discontinued,114,1,0.2807017543859649,Medium,Low,21.88,6.48,1.0,False,Active,0.27272727272727276,0.003322823186999759
80-072-8774,Tuna,Seafood,61-222-8413,Viva,89,95,41,18.0,2025-09-25,2025-07-07,2025-10-16,239 Anderson Court,76,96,Discontinued,127,21,0.9270833333333334,Fast,Low,1.54,18.0,1.0,False,Active,0.9595959595959597,0.016280241935483875
78-689-8958,White Tea,Beverages,52-744-6162,Chatterbridge,20,43,43,25.0,2026-01-08,2025-02-27,2025-03-30,04 Mesta Parkway,73,6,Active,-73,1,0.4545454545454545,Slow,High,0.0,7.500000000000001,0.0,True,Expired,0.0,0.0
57-562-2358,Black Coffee,Beverages,22-644-6447,Quamba,37,94,76,15.0,2025-06-18,2026-01-20,2026-02-05,00 6th Parkway,94,66,Backordered,239,232,0.3894736842105263,Fast,Low,10.41,15.0,1.0,False,Active,0.6565656565656567,0.0055032743148193085
56-191-6497,Bread Flour,Grains & Pulses,65-395-5947,Bubblebox,97,41,68,1.5,2026-01-15,2025-10-05,2026-01-08,844 Schurz Point,35,16,Discontinued,211,1,2.3095238095238093,Slow,Low,26.33,0.8250000000000001,1.0,False,Active,0.15151515151515152,0.043992758393680054
46-753-8430,Feta Cheese,Dairy,35-042-9391,Rhynyx,98,77,7,7.0,2025-10-03,2025-11-20,2025-08-06,60356 Derek Lane,92,29,Discontinued,56,1,1.2564102564102564,Medium,Low,21.97,6.3,1.0,False,Active,0.2828282828282828,0.0228819567529245
48-461-3742,Kiwi,Fruits & Vegetables,78-381-5054,Zooveo,37,8,50,6.0,2025-07-07,2025-05-18,2026-01-24,42719 Milwaukee Avenue,47,62,Discontinued,227,201,4.111111111111111,Fast,Low,13.12,5.1,1.0,False,Active,0.6161616161616162,0.08010752688172042
16-354-8122,Digestive Biscuit,Bakery,61-604-8116,BlogXS,97,99,96,4.0,2025-04-26,2026-01-23,2025-11-28,66 Raven Pass,57,42,Backordered,170,216,0.97,Medium,Low,28.57,3.6,0.7870370370370371,False,Active,0.41414141414141414,0.01714055299539171
76-954-1442,Arabica Coffee,Beverages,68-200-8955,Mynte,97,77,99,20.0,2025-11-23,2025-04-25,2025-03-19,43024 Elka Avenue,74,98,Backordered,-84,1,1.2435897435897436,Fast,High,0.0,12.0,0.0,True,Expired,0.0,0.0
44-476-0390,Lemon,Fruits & Vegetables,48-562-3582,Flashspan,90,92,56,2.5,2025-07-29,2025-04-28,2025-03-15,022 Pierstorff Point,71,13,Active,-88,1,0.967741935483871,Slow,High,0.0,0.7500000000000001,0.0,True,Expired,0.0,0.0
35-617-3857,Arabica Coffee,Beverages,90-718-2724,Youspan,46,31,89,20.0,2026-01-05,2025-03-22,2025-03-07,292 Charing Cross Terrace,59,65,Backordered,-96,1,1.4375,Fast,High,0.0,12.0,0.0,True,Expired,0.0,0.0
94-029-2717,Broccoli,Fruits & Vegetables,37-878-9392,Jetpulse,40,8,98,4.0,2025-07-27,2026-02-07,2025-06-10,071 Nobel Circle,86,12,Discontinued,-1,1,4.444444444444445,Slow,High,0.0,1.0,0.0,True,Expired,0.0,0.0
49-526-7806,Kale,Fruits & Vegetables,66-973-4855,Yodoo,77,52,28,4.0,2025-12-20,2025-11-20,2025-05-02,6744 Helena Pass,48,43,Active,-40,1,1.4528301886792452,Medium,High,0.0,2.0,0.0,True,Expired,0.0,0.0
99-137-1730,Bread Flour,Grains & Pulses,65-797-3468,Skyndu,62,79,23,1.5,2025-07-23,2025-02-28,2025-10-19,4105 Fair Oaks Parkway,32,80,Active,130,88,0.775,Fast,Low,6.33,1.5,1.0,False,Active,0.7979797979797981,0.0132315668202765
27-442-3654,Herbal Tea,Beverages,57-544-2465,Yoveo,59,17,1,30.0,2025-07-22,2025-08-27,2025-12-04,67677 Lakewood Gardens Way,69,82,Active,176,135,3.2777777777777777,Fast,Low,6.72,25.5,1.0,False,Active,0.8181818181818183,0.06340245775729646
32-933-0329,Blueberries,Fruits & Vegetables,86-760-5412,Linklinks,23,38,54,10.0,2026-01-18,2025-07-15,2025-04-16,57150 Del Sol Alley,40,15,Active,-56,1,0.5897435897435898,Slow,High,0.0,3.0000000000000004,0.0,True,Expired,0.0,0.0
93-813-2419,Digestive Biscuit,Bakery,12-264-4503,Dynabox,39,16,57,4.0,2025-12-22,2025-04-10,2025-06-23,7407 Farragut Pass,98,12,Active,12,1,2.294117647058824,Slow,Medium,27.54,1.4,1.0,False,Active,0.11111111111111112,0.043683925182976424
85-440-3667,Gouda Cheese,Dairy,00-680-5333,Kamba,68,29,31,7.0,2025-08-07,2025-06-04,2025-09-10,6151 Forster Drive,53,20,Backordered,91,34,2.2666666666666666,Slow,Low,25.11,3.850000000000001,1.0,False,Active,0.19191919191919193,0.04313364055299539
77-224-2227,Almond Flour,Grains & Pulses,89-226-5813,Eimbee,75,46,75,9.5,2025-08-27,2025-10-01,2025-10-27,5426 Fordem Pass,43,77,Backordered,138,61,1.5957446808510638,Fast,Low,7.56,8.075,1.0,False,Active,0.7676767676767677,0.02968428277282087
60-632-8752,Chocolate Biscuit,Bakery,07-948-8632,Trunyx,96,16,48,5.0,2025-11-05,2025-04-05,2026-01-27,48 Golf View Pass,45,68,Active,230,83,5.647058823529412,Fast,Low,11.91,4.25,1.0,False,Active,0.6767676767676769,0.11089726213065872
99-561-4871,Haddock,Seafood,04-786-5408,Buzzdog,17,38,93,9.0,2026-02-15,2025-08-21,2025-07-29,952 Rowland Junction,100,63,Active,48,1,0.4358974358974359,Fast,Low,11.34,9.0,1.0,False,Active,0.6262626262626264,0.0064338886919532105
61-607-7622,Egg (Duck),Dairy,77-175-2969,Zoonoodle,23,38,25,1.0,2025-05-14,2026-02-22,2026-01-16,329 Helena Park,84,78,Discontinued,219,247,0.5897435897435898,Fast,Low,12.53,1.0,0.8866396761133604,False,Active,0.7777777777777779,0.009517901453385326
11-745-3025,Peach,Fruits & Vegetables,54-711-1582,Oyoloo,15,27,21,4.0,2025-06-12,2026-02-22,2025-09-04,3104 Ridge Oak Hill,37,67,Backordered,85,84,0.5357142857142857,Fast,Low,10.17,4.0,1.0,False,Active,0.6666666666666667,0.008434825543120476
56-810-0550,Mackerel,Seafood,94-145-9423,Janyx,71,7,6,7.5,2025-08-30,2025-12-03,2025-09-05,376 Reinke Court,52,68,Backordered,86,6,8.875,Fast,Low,13.21,6.375,1.0,False,Active,0.6767676767676769,0.17560483870967744
59-075-2457,Egg (Goose),Dairy,18-733-2453,Dynava,97,26,15,2.5,2025-08-22,2026-02-04,2025-11-11,2 Barby Lane,33,58,Discontinued,153,81,3.592592592592593,Medium,Low,14.12,1.875,1.0,False,Active,0.5757575757575758,0.06971326164874553
40-021-2400,Zucchini,Fruits & Vegetables,62-648-2577,Katz,29,18,86,2.5,2025-10-25,2025-11-17,2025-05-12,265 Columbus Way,53,69,Active,-30,1,1.5263157894736843,Fast,High,0.0,1.125,0.0,True,Expired,0.0,0.0
29-017-6255,Bell Pepper,Fruits & Vegetables,43-348-2450,Eimbee,46,64,17,4.6,2025-03-02,2026-01-07,2026-02-01,20 Pennsylvania Parkway,96,55,Discontinued,235,336,0.7076923076923077,Medium,Low,28.9,4.14,0.6994047619047619,False,Active,0.5454545454545455,0.011882311237149949
92-291-7089,Cheese,Dairy,08-523-5066,Jaxspan,76,15,99,9.5,2026-02-02,2025-07-27,2025-05-07,9307 Kingsford Road,60,49,Discontinued,-35,1,4.75,Medium,High,0.0,3.325,0.0,True,Expired,0.0,0.0
69-287-9113,Zucchini,Fruits & Vegetables,20-952-0731,Jaxspan,59,91,24,2.5,2025-10-28,2025-06-30,2025-12-17,11 Golden Leaf Alley,54,87,Active,189,50,0.6413043478260869,Fast,Low,4.15,2.5,1.0,False,Active,0.8686868686868688,0.010551492686836306
76-540-6407,Orange,Fruits & Vegetables,78-644-5877,Demimbu,92,54,73,3.1,2026-02-08,2026-01-18,2025-12-14,77 Prairie Rose Park,79,1,Backordered,186,1,1.6727272727272726,Slow,Low,30.62,1.7050000000000003,1.0,False,Active,0.0,0.03122748219522413
85-561-4694,Kiwi,Fruits & Vegetables,57-486-8971,Tazz,28,27,22,6.0,2025-05-16,2025-08-16,2025-05-12,1 Lake View Trail,70,30,Discontinued,-30,1,1.0,Medium,High,0.0,3.0,0.0,True,Expired,0.0,0.0
34-928-2775,Coconut,Fruits & Vegetables,07-959-3210,Browseblab,19,47,25,5.0,2025-12-19,2026-02-25,2026-01-29,7945 Mayer Center,96,37,Discontinued,232,41,0.3958333333333333,Medium,Low,19.2,4.5,1.0,False,Active,0.36363636363636365,0.0056307603686635965
90-773-9557,Butter,Dairy,02-165-5779,Npath,85,28,21,3.0,2025-08-21,2025-07-01,2025-06-13,904 Del Mar Crossing,45,89,Active,2,1,2.931034482758621,Fast,High,4.46,1.35,1.0,False,Active,0.8888888888888891,0.05645161290322582
57-394-1587,Bread Flour,Grains & Pulses,59-595-7531,Roomm,57,63,41,1.5,2025-08-26,2026-02-18,2025-10-31,561 Blue Bill Park Road,53,94,Discontinued,142,66,0.890625,Fast,Low,2.13,1.5,1.0,False,Active,0.9393939393939396,0.015549395161290324
28-008-2951,Broccoli,Fruits & Vegetables,64-118-1480,Buzzster,95,29,28,4.0,2025-07-21,2026-01-17,2025-05-21,26 Barnett Junction,52,46,Discontinued,-21,1,3.1666666666666665,Medium,High,0.0,1.4,0.0,True,Expired,0.0,0.0
74-711-7160,Sushi Rice,Grains & Pulses,40-662-8853,Meembee,84,69,77,4.5,2026-01-23,2025-12-29,2025-06-02,44296 Kropf Avenue,39,69,Backordered,-9,1,1.2,Fast,High,0.0,2.7,0.0,True,Expired,0.0,0.0
22-895-6595,Rice Flour,Grains & Pulses,18-445-5057,Topicblab,31,32,69,2.0,2025-03-01,2025-06-05,2025-11-22,34642 Carpenter Place,38,23,Active,164,266,0.9393939393939394,Medium,Low,42.84,1.8,0.6165413533834586,False,Active,0.22222222222222224,0.01652702136573105
19-214-5762,Pear,Fruits & Vegetables,88-108-3774,Gigashots,41,52,75,4.5,2025-04-07,2025-04-25,2025-10-14,7 Bonner Terrace,57,62,Backordered,125,190,0.7735849056603774,Fast,Low,28.88,4.5,0.6578947368421053,False,Active,0.6161616161616162,0.013203199721763328
95-349-0828,Feta Cheese,Dairy,43-977-2343,Avaveo,97,57,84,7.0,2025-09-28,2025-08-30,2026-02-07,60 Towne Hill,95,28,Active,241,132,1.6724137931034482,Medium,Low,22.44,5.25,1.0,False,Active,0.27272727272727276,0.031221198156682027
00-963-2193,Milk,Dairy,39-521-8484,Thoughtsphere,43,88,33,1.0,2025-07-20,2026-02-04,2025-12-24,5030 Moose Junction,84,75,Discontinued,196,157,0.4831460674157303,Fast,Low,7.72,1.0,1.0,False,Active,0.7474747474747476,0.007381038678610263
76-459-2392,Palm Oil,Oils & Fats,91-030-6609,Fivebridge,74,4,67,1.8,2025-03-27,2025-04-14,2025-05-25,2005 Mccormick Road,31,34,Backordered,-17,59,14.8,Medium,High,0.0,0.63,0.0,True,Expired,0.0,0.0
10-034-7654,Bread Flour,Grains & Pulses,27-292-4656,Zava,70,96,92,1.5,2025-04-19,2025-10-26,2025-05-29,21 Esker Way,27,58,Backordered,-13,40,0.7216494845360825,Medium,High,0.0,0.75,0.0,True,Expired,0.0,0.0
24-972-6969,Cheese,Dairy,27-532-7847,Twitterbeat,69,53,32,9.2,2025-09-12,2025-05-29,2025-06-14,5862 Hooker Pass,28,56,Active,3,1,1.2777777777777777,Medium,High,13.8,4.6,1.0,False,Active,0.5555555555555557,0.023310291858678958
94-190-5193,Carrot,Fruits & Vegetables,95-778-2888,Quinu,67,68,50,1.5,2025-09-24,2025-11-22,2025-04-10,24385 Prentice Plaza,67,82,Discontinued,-62,1,0.9710144927536232,Fast,High,0.0,0.8999999999999999,0.0,True,Expired,0.0,0.0
92-791-0606,Short Grain Rice,Grains & Pulses,56-050-1773,Photobean,18,62,2,3.0,2025-03-27,2025-04-29,2025-09-07,739 Grayhawk Trail,61,78,Discontinued,88,164,0.2857142857142857,Fast,Low,29.91,3.0,0.5365853658536586,False,Active,0.7777777777777779,0.003423304805793287
84-629-1532,Arabica Coffee,Beverages,50-378-4320,Chatterpoint,22,89,25,21.0,2025-02-25,2025-11-28,2025-07-21,7 Sloan Park,30,62,Discontinued,40,146,0.2444444444444444,Fast,Low,47.87,21.0,0.273972602739726,False,Active,0.6161616161616162,0.0025960061443932422
68-977-2498,Grapes,Fruits & Vegetables,26-222-1156,Skinix,88,99,41,5.5,2025-07-31,2025-05-21,2025-07-22,6482 Ramsey Alley,93,99,Backordered,41,1,0.88,Fast,Low,0.61,5.5,1.0,False,Active,0.98989898989899,0.01533640552995392
91-257-3672,Tilapia,Seafood,30-438-6295,InnoZ,78,75,3,7.0,2025-08-09,2025-12-19,2025-07-06,10997 Dexter Parkway,63,100,Active,25,1,1.0263157894736843,Fast,Medium,0.37,5.6000000000000005,1.0,False,Active,1.0,0.018269463982536992
09-536-2626,Olive Oil,Oils & Fats,14-483-5712,Fliptune,83,52,32,6.0,2025-10-18,2025-08-27,2025-03-22,205 Straubel Court,47,7,Active,-81,1,1.5660377358490567,Slow,High,0.0,1.5,0.0,True,Expired,0.0,0.0
61-801-8665,Robusta Coffee,Beverages,78-283-9751,Demivee,42,88,17,10.5,2025-10-20,2025-12-07,2025-06-25,58 La Follette Park,34,51,Discontinued,14,1,0.4719101123595505,Medium,Medium,14.99,7.35,1.0,False,Active,0.5050505050505052,0.007155801791539377
38-296-6634,Peas,Fruits & Vegetables,41-083-3955,Skipfire,49,46,8,3.0,2025-10-23,2025-04-01,2025-12-11,160 Kings Street,82,21,Discontinued,183,49,1.0425531914893618,Medium,Low,24.31,2.7,1.0,False,Active,0.20202020202020202,0.018594960290224536
30-591-7275,Brown Rice,Grains & Pulses,12-431-9207,Oyondu,17,88,41,2.5,2025-10-22,2026-02-20,2026-01-19,7020 Porter Trail,45,29,Backordered,222,89,0.1910112359550561,Medium,Low,21.55,2.25,1.0,False,Active,0.2828282828282828,0.0015248796147672551
83-763-5038,Buttermilk,Dairy,26-438-8349,Jatri,52,64,54,2.4,2025-11-23,2025-09-10,2025-10-24,5 Armistice Parkway,21,55,Backordered,135,1,0.8,Medium,Low,13.91,2.16,1.0,False,Active,0.5454545454545455,0.01373271889400922
37-709-3532,Mushrooms,Fruits & Vegetables,08-439-3820,Demivee,79,45,39,6.0,2025-10-30,2025-11-08,2025-05-12,524 Saint Paul Park,55,20,Backordered,-30,1,1.7173913043478262,Slow,High,0.0,1.5,0.0,True,Expired,0.0,0.0
62-795-7801,Palm Oil,Oils & Fats,08-312-0872,Buzzshare,35,41,84,1.8,2025-08-18,2025-07-29,2025-11-24,94451 Arkansas Park,62,14,Backordered,166,98,0.8333333333333334,Slow,Low,26.35,1.26,1.0,False,Active,0.13131313131313133,0.014400921658986177
98-575-4736,Cucumber,Fruits & Vegetables,44-429-6199,Flashset,76,11,15,1.8,2025-10-21,2025-05-26,2025-09-18,83 Pleasure Street,22,91,Active,99,1,6.333333333333333,Fast,Low,5.22,1.53,1.0,False,Active,0.9090909090909092,0.12465437788018434
57-861-4379,Swiss Cheese,Dairy,73-383-4390,Feedmix,93,8,51,8.0,2025-02-28,2025-05-16,2026-02-05,64407 Marcy Plaza,93,85,Backordered,239,342,10.333333333333334,Fast,Low,23.7,6.8,0.6988304093567251,False,Active,0.8484848484848486,0.20483870967741938
00-119-8780,Halibut,Seafood,14-703-2550,Jaxspan,40,81,78,20.0,2026-02-18,2025-07-17,2025-03-05,21 Sunbrook Court,39,65,Backordered,-98,1,0.4878048780487805,Fast,High,0.0,12.0,0.0,True,Expired,0.0,0.0
28-824-9017,Trout,Seafood,93-712-3934,Flipbug,19,94,17,11.5,2025-08-23,2025-06-09,2025-06-15,4 Jay Terrace,96,74,Discontinued,4,1,0.2,Fast,High,7.91,6.9,1.0,False,Active,0.7373737373737375,0.0017050691244239655
56-668-5370,Vegetable Oil,Oils & Fats,13-526-1392,Vimbo,70,96,21,2.0,2025-11-27,2025-09-11,2025-08-04,05686 Golden Leaf Point,100,15,Discontinued,54,1,0.7216494845360825,Slow,Low,26.0,1.4,1.0,False,Active,0.1414141414141414,0.01216209796189843
29-756-7042,Digestive Biscuit,Bakery,20-426-2191,Dabvine,90,52,50,4.0,2025-06-30,2025-04-16,2025-05-08,99 Fair Oaks Circle,63,14,Discontinued,-34,1,1.69811320754717,Slow,High,0.0,1.0,0.0,True,Expired,0.0,0.0
41-538-3129,Digestive Biscuit,Bakery,91-589-9007,Devshare,77,79,65,4.0,2025-09-02,2025-03-18,2025-08-01,2 Carioca Crossing,62,75,Backordered,51,1,0.9625,Fast,Low,7.92,4.0,1.0,False,Active,0.7474747474747476,0.016990207373271893
16-380-0753,Apricot,Fruits & Vegetables,24-603-5521,Quinu,38,22,71,5.0,2025-10-08,2025-05-17,2025-05-09,701 Logan Court,33,62,Active,-33,1,1.6521739130434785,Fast,High,0.0,2.25,0.0,True,Expired,0.0,0.0
26-535-4727,Tilapia,Seafood,17-939-1338,Jamia,93,25,23,7.0,2025-06-22,2025-08-18,2025-04-30,4 Darwin Circle,72,83,Backordered,-42,1,3.576923076923077,Fast,High,0.0,3.1499999999999995,0.0,True,Expired,0.0,0.0
59-857-6577,Evaporated Milk,Dairy,57-569-7172,Blognation,23,100,77,2.0,2025-05-11,2025-08-11,2025-03-05,230 Tony Court,63,26,Discontinued,-98,1,0.2277227722772277,Medium,High,0.0,1.0,0.0,True,Expired,0.0,0.0
14-550-2152,Green Tea,Beverages,60-003-2919,Livepath,51,1,61,7.6,2025-03-30,2025-06-19,2025-11-18,3 Forster Point,96,26,Active,160,233,25.5,Medium,Low,48.27,5.699999999999999,0.6866952789699571,False,Active,0.25252525252525254,0.5088709677419354
39-315-3936,Heavy Cream,Dairy,99-034-7010,Yata,57,62,72,4.0,2026-02-22,2025-09-26,2025-08-11,850 Glacier Hill Drive,23,4,Backordered,61,1,0.9047619047619048,Slow,Low,29.41,2.8,1.0,False,Active,0.030303030303030304,0.015832784726793947
87-199-2743,Papaya,Fruits & Vegetables,54-907-6531,Demivee,59,74,100,4.5,2025-03-27,2025-09-16,2025-11-13,38695 Kenwood Circle,63,69,Active,155,231,0.7866666666666666,Fast,Low,26.11,4.5,0.670995670995671,False,Active,0.686868686868687,0.013465437788018434
60-771-0879,Blueberries,Fruits & Vegetables,90-554-0576,Kayveo,89,15,22,10.0,2025-11-18,2026-02-12,2025-05-04,9 Karstens Center,79,42,Discontinued,-38,1,5.5625,Medium,High,0.0,3.5,0.0,True,Expired,0.0,0.0
00-440-9568,Blueberries,Fruits & Vegetables,43-605-2448,Kamba,53,98,25,10.0,2025-09-24,2025-09-05,2025-12-21,052 Northland Trail,55,51,Active,193,88,0.5353535353535354,Medium,Low,15.02,9.0,1.0,False,Active,0.5050505050505052,0.008427593911464882
07-074-1196,Plum,Fruits & Vegetables,69-112-6969,Skajo,11,56,62,3.9,2025-04-15,2026-01-11,2025-10-11,27 New Castle Avenue,40,5,Backordered,122,179,0.1929824561403508,Slow,Low,44.74,2.73,0.6815642458100558,False,Active,0.04040404040404041,0.0015643948581130248
69-674-5387,Yogurt,Dairy,04-313-0298,Miboo,59,27,63,1.75,2025-06-16,2025-06-28,2026-02-02,6211 Hanson Terrace,92,82,Discontinued,236,231,2.107142857142857,Fast,Low,6.25,1.4875,1.0,False,Active,0.8181818181818183,0.03993581303489138
08-940-8578,Onion,Fruits & Vegetables,37-686-1726,Oba,34,29,65,2.0,2025-05-04,2025-10-05,2025-11-23,74 Menomonie Point,90,23,Discontinued,165,203,1.1333333333333333,Medium,Low,33.1,1.8,0.812807881773399,False,Active,0.22222222222222224,0.020414746543778804
94-020-6982,Tuna,Seafood,72-649-3163,Thoughtstorm,25,75,27,18.0,2026-01-03,2025-10-06,2025-05-05,381 Rutledge Place,31,36,Active,-37,1,0.3289473684210526,Medium,High,0.0,9.0,0.0,True,Expired,0.0,0.0
42-879-9478,Anchovies,Seafood,00-900-0119,Zoonder,81,22,20,10.0,2025-06-02,2026-02-24,2025-08-23,86 Porter Junction,95,77,Discontinued,73,82,3.5217391304347827,Fast,Low,13.82,8.5,0.8902439024390244,False,Active,0.7676767676767677,0.06829292726908436
00-405-7428,Apple,Fruits & Vegetables,42-746-2717,Zava,81,74,45,3.5,2026-01-21,2026-01-28,2026-01-13,42 Mallory Court,42,23,Discontinued,216,1,1.08,Medium,Low,23.72,3.15,1.0,False,Active,0.22222222222222224,0.019345622119815675
87-997-0228,Watermelon,Fruits & Vegetables,55-156-6528,Topicblab,71,4,37,3.0,2025-09-16,2025-10-25,2025-12-28,26240 Maple Wood Place,81,25,Discontinued,200,103,14.2,Medium,Low,28.37,2.25,1.0,False,Active,0.24242424242424243,0.28235023041474655
05-498-7751,Cauliflower,Fruits & Vegetables,17-963-6051,Abata,52,22,37,2.5,2025-10-29,2025-07-11,2025-03-25,30408 5th Way,56,44,Active,-78,1,2.260869565217391,Medium,High,0.0,0.875,0.0,True,Expired,0.0,0.0
55-631-7937,Greek Yogurt,Dairy,79-508-5241,Avamba,26,54,90,3.0,2025-10-16,2025-06-20,2026-01-22,82 Drewry Junction,25,81,Active,225,98,0.4727272727272727,Fast,Low,5.9,3.0,1.0,False,Active,0.8080808080808082,0.0071721826560536255
27-389-3529,Haddock,Seafood,73-201-2803,Feedfish,84,8,54,9.0,2026-01-15,2025-04-24,2025-03-10,234 Eagle Crest Avenue,60,38,Active,-93,1,9.333333333333334,Medium,High,0.0,3.15,0.0,True,Expired,0.0,0.0
84-272-0790,Blueberries,Fruits & Vegetables,00-635-4638,Eidel,28,86,44,10.0,2025-05-24,2025-11-19,2025-07-30,53 Caliangt Junction,48,12,Backordered,49,67,0.3218390804597701,Slow,Low,40.18,7.0,0.7313432835820896,False,Active,0.11111111111111112,0.004147465437788021
01-903-5373,Strawberries,Fruits & Vegetables,37-902-0286,Lazz,94,77,89,6.0,2025-10-01,2025-06-21,2025-06-22,32525 Marquette Park,40,84,Discontinued,11,1,1.205128205128205,Fast,Medium,5.29,4.800000000000001,1.0,False,Active,0.8383838383838385,0.02185395249911379
49-311-3063,Kiwi,Fruits & Vegetables,15-947-9718,Talane,47,75,53,6.0,2026-02-07,2025-10-04,2025-07-04,71 Bultman Drive,70,20,Discontinued,23,1,0.618421052631579,Slow,Medium,24.44,3.0,1.0,False,Active,0.19191919191919193,0.010092772253213683
04-277-5245,Coconut Sugar,Grains & Pulses,90-175-7764,Bubblebox,20,51,21,5.0,2025-03-20,2025-07-29,2025-06-19,911 Ridgeway Way,71,26,Backordered,8,91,0.3846153846153846,Medium,Medium,68.14,3.5,0.08791208791208792,False,Active,0.25252525252525254,0.005405884438142505
04-453-5485,Tomato,Fruits & Vegetables,43-880-2879,Quatz,84,20,58,2.5,2025-04-09,2026-01-11,2025-04-03,2 Sunbrook Lane,86,64,Backordered,-69,1,4.0,Fast,High,0.0,1.125,0.0,True,Expired,0.0,0.0
42-141-5718,Cheese,Dairy,67-662-3444,Mydeo,100,31,43,9.0,2025-09-14,2026-01-07,2025-12-27,1700 Briar Crest Parkway,88,52,Backordered,199,104,3.125,Medium,Low,15.75,6.75,1.0,False,Active,0.5151515151515152,0.06033986175115207
89-602-6755,Milk,Dairy,51-054-3811,BlogXS,74,90,26,1.0,2025-05-24,2026-02-08,2025-07-18,4 Bashford Court,24,11,Discontinued,37,55,0.8131868131868132,Slow,Low,43.61,0.7,0.6727272727272727,False,Active,0.10101010101010102,0.013997062844989113
15-045-8444,Green Coffee,Beverages,29-143-2001,Aibox,27,12,93,12.0,2025-03-05,2025-07-13,2025-03-28,97 Thierer Terrace,88,83,Discontinued,-75,23,2.076923076923077,Fast,High,0.0,5.4,0.0,True,Expired,0.0,0.0
15-240-6267,Eggplant,Fruits & Vegetables,12-983-3026,Mybuzz,91,55,94,3.0,2025-03-12,2025-04-11,2025-04-27,25784 Old Gate Crossing,42,93,Active,-45,46,1.625,Fast,High,0.0,1.35,0.0,True,Expired,0.0,0.0
05-193-8096,Grapes,Fruits & Vegetables,86-709-5618,Rhynoodle,82,21,85,5.5,2025-04-15,2025-03-20,2025-07-09,38 Rutledge Plaza,39,18,Backordered,28,85,3.727272727272727,Slow,Medium,59.83,1.925,0.32941176470588235,False,Active,0.1717171717171717,0.07241307080016757
93-342-8794,Bread Flour,Grains & Pulses,93-688-1260,Realblab,84,91,86,1.5,2026-01-09,2025-12-08,2025-11-23,39102 Division Trail,83,95,Backordered,165,1,0.9130434782608696,Fast,Low,1.84,1.5,1.0,False,Active,0.9494949494949496,0.015998797836104993
83-716-2177,Halibut,Seafood,79-518-8344,Linktype,18,46,26,20.0,2025-04-11,2025-10-11,2025-09-14,26266 Esker Point,57,95,Backordered,95,156,0.3829787234042553,Fast,Low,21.17,20.0,0.6089743589743589,False,Active,0.9494949494949496,0.005373075791744291
